Ticket Number,Date Created,Subject,Priority,Department,Help Topic,Source,Current Status,Last Updated,SLA Due Date,Due Date,Closed Date,Overdue,Answered,Agent Assigned
638897,3/30/2020 12:10,[CCS Helpdesk] Video to clear,Normal,CCS Support,CCS Main,Email,Closed,3/31/2020 17:04,4/2/2020 12:10,,3/31/2020 17:04,No,Yes,Khrystal
451953,3/31/2020 18:25,[CCS Helpdesk] Video to clear,Normal,CCS Support,CCS Main,Email,Resolved,3/31/2020 18:34,4/3/2020 18:25,,3/31/2020 18:34,No,Yes,Jamie
813026,4/1/2020 20:55,[CCS Helpdesk] Clearing youtube videos,Normal,CCS Support,CCS Main,Email,Resolved,4/2/2020 13:26,4/4/2020 20:55,,4/2/2020 13:26,No,Yes,Jamie
945849,4/4/2020 14:30,[CCS Helpdesk] whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/7/2020 16:45,4/7/2020 14:30,,4/6/2020 12:44,No,No,Khrystal
510846,4/7/2020 16:10,[CCS Helpdesk] Whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/7/2020 16:27,4/10/2020 16:10,,4/7/2020 16:27,No,Yes,Jamie
983112,4/9/2020 14:05,[CCS Helpdesk] White list videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/9/2020 23:29,4/12/2020 14:05,,4/9/2020 23:29,No,No,Sherry
388233,8/11/2020 11:35,[CCS Helpdesk] Desk Top,Normal,CCS Support,CCS Main,Email,Resolved,8/11/2020 17:16,8/14/2020 11:35,,8/11/2020 17:16,No,Yes,Jamie
496824,8/17/2020 15:10,[CCS Helpdesk] Kami install,Normal,CCS Support,CCS Main,Email,Closed,8/19/2020 16:18,8/20/2020 15:10,,8/19/2020 16:18,No,Yes,Khrystal
704834,8/24/2020 12:54,[CCS Helpdesk] whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/24/2020 13:48,8/27/2020 12:54,,8/24/2020 13:48,No,Yes,Khrystal
187315,9/1/2020 14:40,[CCS Helpdesk] whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/1/2020 15:32,9/4/2020 14:40,,9/1/2020 15:32,No,Yes,Jamie
229854,9/9/2020 15:40,[CCS Helpdesk] White List Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/11/2020 17:57,9/12/2020 15:40,,9/11/2020 17:57,No,Yes,Khrystal
704451,9/10/2020 13:05,[CCS Helpdesk] Printer,Normal,CCS Support,CCS Main,Email,Closed,9/11/2020 11:45,9/13/2020 13:05,,9/11/2020 11:45,No,Yes,Sherry
783990,9/14/2020 15:55,[CCS Helpdesk] White list video,Normal,CCS Support,CCS Main,Email,Closed,9/15/2020 13:20,9/17/2020 15:55,,9/15/2020 13:20,No,Yes,Khrystal
563178,9/16/2020 16:45,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/17/2020 12:44,9/19/2020 16:45,,9/17/2020 12:44,No,Yes,Khrystal
204697,9/24/2020 14:12,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/24/2020 14:25,9/27/2020 14:12,,9/24/2020 14:25,No,Yes,Khrystal
359798,9/29/2020 17:45,[CCS Helpdesk],Normal,CCS Support,CCS Main,Email,Closed,9/29/2020 18:04,10/2/2020 17:45,,9/29/2020 18:04,No,Yes,Khrystal
379524,10/22/2020 13:30,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/22/2020 13:43,10/25/2020 13:30,,10/22/2020 13:43,No,Yes,Khrystal
511317,11/12/2020 15:50,[CCS Helpdesk] No sound on Computer used for class,Normal,CCS Support,CCS Main,Email,Closed,11/12/2020 17:07,11/15/2020 15:50,,11/12/2020 17:07,No,Yes,Khrystal
117230,11/20/2020 11:50,[CCS Helpdesk] Could you White List these videos?,Normal,CCS Support,CCS Main,Email,Closed,11/20/2020 13:31,11/23/2020 11:50,,11/20/2020 13:31,No,Yes,Khrystal
969994,12/1/2020 19:00,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/1/2020 19:57,12/4/2020 19:00,,12/1/2020 19:57,No,Yes,Khrystal
186688,12/3/2020 19:20,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/3/2020 20:15,12/6/2020 19:20,,12/3/2020 20:15,No,Yes,Khrystal
415070,12/3/2020 20:14,[CCS Helpdesk] whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/3/2020 20:17,12/6/2020 20:14,,12/3/2020 20:17,No,Yes,Khrystal
273600,12/15/2020 15:30,[CCS Helpdesk] White List Videos,Normal,CCS Support,CCS Main,Email,Resolved,12/15/2020 16:15,12/18/2020 15:30,,12/15/2020 16:15,No,Yes,Jamie
988507,1/5/2021 19:30,[CCS Helpdesk] Whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,1/6/2021 13:26,1/8/2021 19:30,,1/6/2021 13:26,No,Yes,Jamie
864925,1/7/2021 13:00,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/7/2021 13:17,1/10/2021 13:00,,1/7/2021 13:17,No,Yes,Khrystal
730293,1/11/2021 0:30,[CCS Helpdesk],Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,1/11/2021 14:07,1/14/2021 0:30,,1/11/2021 14:07,No,Yes,Jamie
580951,1/20/2021 15:50,[CCS Helpdesk] iPads,Normal,CCS Support,CCS Main,Email,Closed,1/20/2021 18:56,1/23/2021 15:50,,1/20/2021 18:56,No,Yes,Khrystal
430655,1/26/2021 15:45,[CCS Helpdesk] Whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/26/2021 15:48,1/29/2021 15:45,,1/26/2021 15:48,No,Yes,Khrystal
738865,1/29/2021 18:50,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/1/2021 13:00,2/1/2021 18:50,,2/1/2021 13:00,No,Yes,Khrystal
997179,2/1/2021 16:15,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/1/2021 17:49,2/4/2021 16:15,,2/1/2021 17:49,No,Yes,Khrystal
580692,2/1/2021 17:30,[CCS Helpdesk] whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/1/2021 17:54,2/4/2021 17:30,,2/1/2021 17:54,No,Yes,Khrystal
537131,2/1/2021 18:50,[CCS Helpdesk] Whitelist Videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/2/2021 14:25,2/4/2021 18:50,,2/2/2021 14:25,No,Yes,Jamie
903560,2/17/2021 17:50,[CCS Helpdesk] Could you whitelist these?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/18/2021 13:54,2/20/2021 17:50,,2/18/2021 13:54,No,Yes,Jamie
361581,2/22/2021 14:38,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/22/2021 14:47,2/25/2021 14:38,,2/22/2021 14:47,No,Yes,Jamie
533243,2/24/2021 11:30,[CCS Helpdesk] Whitelist Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/24/2021 14:16,2/27/2021 11:30,,2/24/2021 14:16,No,Yes,Jamie
961820,3/1/2021 16:55,[CCS Helpdesk] whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/1/2021 17:48,3/4/2021 16:55,,3/1/2021 17:48,No,Yes,Jamie
626296,3/18/2021 13:10,[CCS Helpdesk] White List Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/18/2021 13:26,3/21/2021 13:10,,3/18/2021 13:26,No,Yes,Jamie
689667,3/24/2021 13:13,Adding Apps to STEM Lab iPads,Normal,CCS Support,CCS Main,Email,Closed,3/25/2021 18:42,3/27/2021 13:13,,3/25/2021 18:42,No,Yes,
236298,3/25/2021 17:55,[CCS Helpdesk] Lamp Bulb Out,Normal,CCS Support,CCS Main,Email,Closed,3/26/2021 13:07,3/28/2021 17:55,,3/26/2021 13:07,No,Yes,
669041,3/29/2021 17:50,[CCS Helpdesk] Whitelist Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/30/2021 12:27,4/1/2021 17:50,,3/30/2021 12:27,No,Yes,
575172,3/29/2021 17:50,[CCS Helpdesk] White list video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/30/2021 12:29,4/1/2021 17:50,,3/30/2021 12:29,No,Yes,
501544,3/30/2021 14:25,[CCS Helpdesk] STEM iPad help,Normal,CCS Support,CCS Main,Email,Closed,4/12/2021 12:07,4/2/2021 14:25,,4/12/2021 12:07,No,Yes,
425265,8/30/2018 20:40,[CCS Helpdesk] Youtube video to allow students to watch on google classroom/Old Testament Bible,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/31/2018 11:54,9/1/2018 20:40,,8/31/2018 11:54,No,No,Ed
155694,9/6/2018 9:05,[CCS Helpdesk] Rick Warren and Malcolm Gladwell video on old testament classroom,Normal,CCS Support,CCS Main,Email,Closed,9/7/2018 16:13,9/8/2018 9:05,,9/7/2018 16:13,No,No,Ed
138762,9/6/2018 19:50,[CCS Helpdesk] Adding of one more youtube video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/7/2018 16:13,9/9/2018 19:50,,9/7/2018 16:13,No,No,Ed
352629,9/12/2018 16:05,[CCS Helpdesk] 2 youtube videos for Old Testament Classes,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/12/2018 18:57,9/15/2018 16:05,,9/12/2018 18:57,No,Yes,Ed
685011,9/25/2018 16:45,[CCS Helpdesk] Video Request to post to classroom,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/26/2018 12:21,9/28/2018 16:45,,9/26/2018 12:21,No,No,Ed
299029,9/28/2018 17:10,[CCS Helpdesk] Checking requested/posted video on my OT Bible page on classroom,Normal,Chromebook,Chromebook,Email,Closed,10/1/2018 17:16,10/5/2018 17:10,,10/1/2018 17:16,No,No,Sherry
233665,10/7/2018 20:10,"[CCS Helpdesk] Request for laptop for sub - Thursday and Friday, Oct 11 and 12",Normal,CCS Support,CCS Main / Loaner Request,Email,Closed,10/8/2018 15:37,10/10/2018 20:10,,10/8/2018 15:37,No,No,Ed
177646,1/18/2019 20:00,[CCS Helpdesk] Follow-up to Question for computer connection - Room 203,Normal,CCS Support,CCS Main,Email,Closed,1/23/2019 19:52,1/21/2019 20:00,,1/23/2019 19:52,No,No,Ed
932099,2/13/2019 17:40,[CCS Helpdesk] Loaner for tomorrow (Thursday 2/14) - Room 203 for A2 and A4 class blocks,Normal,CCS Support,CCS Main,Email,Closed,2/14/2019 16:22,2/16/2019 17:40,,2/14/2019 16:22,No,No,Ed
794801,2/19/2019 13:55,Second floor printer,Normal,CCS Support,CCS Main / Printing,Email,Closed,2/19/2019 15:30,2/22/2019 13:55,,2/19/2019 15:30,No,No,Ed
235428,3/25/2019 16:40,[CCS Helpdesk] Video on Old Testament Google Classroom for this week,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/26/2019 11:31,3/28/2019 16:40,,3/26/2019 11:31,No,No,Ed
253140,3/28/2019 1:05,[CCS Helpdesk] Videos on OT Classes on Classroom,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/28/2019 12:08,3/31/2019 1:05,,3/28/2019 12:08,No,No,Ed
520096,4/1/2019 15:20,[CCS Helpdesk] CLassroom having trouble uploading notes,Normal,CCS Support,CCS Main / Google Issues,Email,Closed,4/2/2019 12:16,4/4/2019 15:20,,4/2/2019 12:16,No,No,Sherry
140117,4/12/2019 15:55,[CCS Helpdesk] I got it figured out! Thank you! :),Normal,CCS Support,CCS Main,Email,Closed,4/12/2019 16:28,4/15/2019 15:55,,4/12/2019 16:28,No,No,Sherry
786372,4/12/2019 15:55,[CCS Helpdesk] Google classroom issue,Normal,CCS Support,CCS Main,Email,Closed,4/12/2019 16:28,4/15/2019 15:55,,4/12/2019 16:28,No,No,Sherry
498557,4/22/2019 17:15,"[CCS Helpdesk] Request for Loaner for Sub in Room 203 - Friday, April 26",Normal,CCS Support,CCS Main / Loaner Request,Email,Closed,4/29/2019 11:35,4/29/2019 17:15,,4/29/2019 11:35,No,Yes,Sherry
173691,4/30/2019 17:10,"[CCS Helpdesk] Request for Loaner for Sub - OT Bible this Friday, 5/3, from 8:00 am to 3:30 pm",Normal,CCS Support,CCS Main / Loaner Request,Email,Closed,5/6/2019 12:38,5/3/2019 17:10,,5/6/2019 12:38,No,Yes,Ed
519714,5/10/2019 11:40,[CCS Helpdesk] Printer on 2nd floor HS not working,Normal,CCS Support,CCS Main / Printing,Email,Closed,5/10/2019 12:48,5/13/2019 11:40,,5/10/2019 12:48,No,No,Ed
559674,5/14/2019 16:20,[CCS Helpdesk] Report of HS Printer down on second floor,Normal,CCS Support,CCS Main / Printing,Email,Closed,5/14/2019 20:00,5/17/2019 16:20,,5/14/2019 20:00,No,Yes,Sherry
299903,8/12/2019 16:40,[CCS Helpdesk] Kay - Computer,Normal,CCS Support,CCS Main,Email,Closed,8/13/2019 20:34,8/15/2019 16:40,,8/13/2019 20:34,No,Yes,Sherry
769192,9/1/2019 13:15,[CCS Helpdesk] DVD Player for Tuesday morning/order,Normal,CCS Support,CCS Main,Email,Closed,9/3/2019 17:04,9/4/2019 13:15,,9/3/2019 17:04,No,Yes,Khrystal
569895,9/20/2019 20:20,[CCS Helpdesk] Posting of youtube video,Normal,CCS Support,CCS Main,Email,Closed,9/23/2019 11:07,9/23/2019 20:20,,9/23/2019 11:07,No,No,Sherry
229257,9/25/2019 14:55,"[CCS Helpdesk] Sub Loaner - Friday, September 27th - HS Room 203",Normal,CCS Support,CCS Main,Email,Closed,9/27/2019 14:28,9/28/2019 14:55,,9/27/2019 14:28,No,No,Sherry
129870,10/2/2019 15:15,[CCS Helpdesk] Video to place on google classroom (Old Testament Bible),Normal,CCS Support,CCS Main,Email,Closed,10/2/2019 15:46,10/5/2019 15:15,,10/2/2019 15:46,No,Yes,Khrystal
771376,10/23/2019 20:45,[CCS Helpdesk] Request for a youtube video on OT Class Classroom (google),Normal,CCS Support,CCS Main,Email,Closed,10/24/2019 16:00,10/26/2019 20:45,,10/24/2019 16:00,No,Yes,Khrystal
448613,10/27/2019 22:05,[CCS Helpdesk] Request for same video on B Classes on Classroom,Normal,CCS Support,CCS Main,Email,Closed,10/28/2019 14:18,10/30/2019 22:05,,10/28/2019 14:18,No,Yes,Khrystal
894953,10/31/2019 12:35,[CCS Helpdesk] Replacing of video on classroom,Normal,CCS Support,CCS Main,Email,Closed,10/31/2019 14:22,11/3/2019 12:35,,10/31/2019 14:22,No,No,Sherry
625379,10/31/2019 14:10,[CCS Helpdesk] connecting new phone to Wifi,Normal,CCS Support,CCS Main,Email,Closed,10/31/2019 14:22,11/3/2019 14:10,,10/31/2019 14:22,No,Yes,Sherry
937081,11/5/2019 14:39,[CCS Helpdesk] Help in HS Room 203 - loaner computer to fit screen,Normal,CCS Support,CCS Main,Email,Closed,11/5/2019 16:06,11/8/2019 14:39,,11/5/2019 16:06,No,Yes,Khrystal
949507,11/18/2019 15:55,[CCS Helpdesk] Request to Post two Videos on Old Testament Classes,Normal,CCS Support,CCS Main,Email,Closed,11/18/2019 16:36,11/21/2019 15:55,,11/18/2019 16:36,No,Yes,Khrystal
535156,11/19/2019 18:30,[CCS Helpdesk] need DVD Player tomorrow - November 20,Normal,CCS Support,CCS Main,Email,Closed,11/20/2019 13:18,11/22/2019 18:30,,11/20/2019 13:18,No,Yes,Sherry
817765,11/20/2019 14:10,[CCS Helpdesk] Request to allow video on OT Classroom (google),Normal,CCS Support,CCS Main,Email,Closed,11/20/2019 15:44,11/23/2019 14:10,,11/20/2019 15:44,No,Yes,Khrystal
149800,12/3/2019 21:14,[CCS Helpdesk] Posting of a youtube video on Old Testament Classroom,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/3/2019 21:16,12/6/2019 21:14,,12/3/2019 21:16,No,Yes,Sherry
980007,1/2/2020 19:30,[CCS Helpdesk] Request for DVD player next two weeks :),Normal,CCS Support,CCS Main,Email,Closed,1/6/2020 13:04,1/5/2020 19:30,,1/6/2020 13:04,No,Yes,Khrystal
715619,2/20/2020 18:33,The Bible Project website blocked,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/21/2020 14:28,2/23/2020 18:33,,2/21/2020 14:28,No,No,Sherry
462616,2/21/2020 14:28,[CCS Helpdesk] Videos to allow in OT Bible,Normal,CCS Support,CCS Main,Email,Closed,2/21/2020 14:29,2/24/2020 14:28,,2/21/2020 14:29,No,No,Sherry
244529,3/3/2020 21:40,[CCS Helpdesk] Check out a DVD Player,Normal,CCS Support,CCS Main,Email,Closed,3/4/2020 13:56,3/6/2020 21:40,,3/4/2020 13:56,No,No,Sherry
940998,3/5/2020 1:30,[CCS Helpdesk] Videos for 9th grade - please unblock,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/10/2020 12:52,3/8/2020 1:30,,3/10/2020 12:52,No,No,Sherry
896966,3/10/2020 18:30,[CCS Helpdesk] Plug-ins are not working in Room 203 for computers,Normal,CCS Support,CCS Main,Email,Closed,3/10/2020 19:01,3/13/2020 18:30,,3/10/2020 19:01,No,No,Sherry
940644,3/20/2020 0:05,[CCS Helpdesk] Whitelisting videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/20/2020 12:49,3/23/2020 0:05,,3/20/2020 12:49,No,Yes,Jamie
699512,3/25/2020 13:15,[CCS Helpdesk] Videos to whitelist - thanks!,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/25/2020 13:53,3/28/2020 13:15,,3/25/2020 13:53,No,Yes,Jamie
368651,3/26/2020 15:55,[CCS Helpdesk] Unblocking this video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/26/2020 17:15,3/29/2020 15:55,,3/26/2020 17:15,No,Yes,Jamie
191411,3/26/2020 17:14,[CCS Helpdesk] other links to whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/26/2020 17:37,3/29/2020 17:14,,3/26/2020 17:37,No,Yes,Jamie
902149,3/26/2020 23:50,[CCS Helpdesk] Question about Google,Normal,CCS Support,CCS Main,Email,Closed,3/30/2020 17:39,3/29/2020 23:50,,3/30/2020 17:39,No,No,Jennifer
720294,3/29/2020 20:25,[CCS Helpdesk] Please whitelist the enclosed video - thank you!,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/30/2020 12:50,4/1/2020 20:25,,3/30/2020 12:50,No,Yes,Jamie
278448,4/6/2020 0:00,[CCS Helpdesk] Please whitelist :),Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/6/2020 12:53,4/9/2020 0:00,,4/6/2020 12:53,No,Yes,Jamie
688364,4/19/2020 20:10,[CCS Helpdesk],Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/20/2020 13:09,4/22/2020 20:10,,4/20/2020 13:09,No,Yes,Jamie
720961,4/19/2020 20:50,[CCS Helpdesk] Please whitelist - thank you!,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/20/2020 13:08,4/22/2020 20:50,,4/20/2020 13:08,No,Yes,Jamie
844057,4/22/2020 17:35,[CCS Helpdesk] Please whitelist :),Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/22/2020 17:57,4/25/2020 17:35,,4/22/2020 17:57,No,Yes,Jamie
139068,4/27/2020 14:52,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/27/2020 14:58,4/30/2020 14:52,,4/27/2020 14:58,No,Yes,Jamie
684719,4/28/2020 20:05,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/29/2020 13:13,5/1/2020 20:05,,4/29/2020 13:13,No,Yes,Jamie
757318,4/29/2020 23:55,[CCS Helpdesk] Please whitelist :),Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/30/2020 14:39,5/2/2020 23:55,,4/30/2020 14:39,No,Yes,Jamie
685123,5/6/2020 23:35,[CCS Helpdesk] Please whitelist:),Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/7/2020 17:24,5/9/2020 23:35,,5/7/2020 17:24,No,Yes,Khrystal
402056,5/8/2020 15:55,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/8/2020 16:50,5/11/2020 15:55,,5/8/2020 16:50,No,Yes,Khrystal
751190,5/13/2020 1:35,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,5/13/2020 13:32,5/16/2020 1:35,,5/13/2020 13:32,No,Yes,Jamie
954738,7/27/2020 13:40,[CCS Helpdesk] Brief question/bringing up Word Documents,Normal,CCS Support,CCS Main,Email,Closed,7/27/2020 13:47,7/30/2020 13:40,,7/27/2020 13:47,No,Yes,Khrystal
123094,7/27/2020 13:46,[CCS Helpdesk] Never mind last email - I fixed it! Thank you :),Normal,CCS Support,CCS Main,Email,Closed,7/27/2020 13:47,7/30/2020 13:46,,7/27/2020 13:47,No,Yes,Khrystal
204800,9/17/2020 12:20,[CCS Helpdesk] In need of DVD Play for tomorrow - can I come and get after school today?,Normal,CCS Support,CCS Main,Email,Closed,9/17/2020 13:43,9/20/2020 12:20,,9/17/2020 13:43,No,Yes,Jamie
642683,9/20/2020 13:00,[CCS Helpdesk] Whitelist website,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/21/2020 12:41,9/23/2020 13:00,,9/21/2020 12:41,No,Yes,Khrystal
151450,10/13/2020 19:50,[CCS Helpdesk] Please check email for a student/Tests,Normal,CCS Support,CCS Main,Email,Closed,10/20/2020 15:21,10/16/2020 19:50,,10/20/2020 15:21,No,Yes,Sherry
946861,10/27/2020 0:05,[CCS Helpdesk] Video to whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/27/2020 12:16,10/30/2020 0:05,,10/27/2020 12:16,No,Yes,Khrystal
592485,10/27/2020 17:05,[CCS Helpdesk] My google classroom computer is off internet.,Normal,Chromebook,Chromebook,Email,Closed,10/27/2020 17:07,11/3/2020 17:05,,10/27/2020 17:07,No,Yes,Khrystal
472524,10/27/2020 17:15,[CCS Helpdesk] Never mind - came back up! :),Normal,CCS Support,CCS Main,Email,Closed,10/27/2020 17:16,10/30/2020 17:15,,10/27/2020 17:16,No,Yes,Khrystal
246825,10/30/2020 12:50,[CCS Helpdesk] Request for Laptop for Sub (OT Bible on Friday ),Normal,CCS Support,CCS Main,Email,Closed,10/30/2020 14:32,11/2/2020 12:50,,10/30/2020 14:32,No,Yes,Sherry
464033,11/9/2020 17:40,[CCS Helpdesk] Need a DVD play for Wed and Thurs this week - 11/11 and 11/12,Normal,CCS Support,CCS Main,Email,Closed,11/9/2020 19:02,11/12/2020 17:40,,11/9/2020 19:02,No,Yes,Khrystal
153989,11/10/2020 13:34,[CCS Helpdesk] Whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,11/10/2020 13:59,11/13/2020 13:34,,11/10/2020 13:59,No,Yes,Jamie
757461,12/1/2020 12:30,[CCS Helpdesk] Changing a 9th grade student on google classroom,Normal,CCS Support,CCS Main,Email,Closed,12/1/2020 12:31,12/4/2020 12:30,,12/1/2020 12:31,No,No,Sherry
258120,12/3/2020 13:15,[CCS Helpdesk] please whiltelist,Normal,CCS Support,CCS Main,Email,Closed,12/3/2020 14:33,12/6/2020 13:15,,12/3/2020 14:33,No,Yes,Jamie
896763,12/3/2020 20:05,[CCS Helpdesk] Check on student computer on goguardian,Normal,CCS Support,CCS Main,Email,Closed,12/4/2020 14:55,12/6/2020 20:05,,12/4/2020 14:55,No,Yes,Sherry
588146,12/4/2020 13:44,"[CCS Helpdesk] Check out player for DVD - Monday morning 12/7, before A1 block",Normal,CCS Support,CCS Main,Email,Closed,12/4/2020 15:55,12/7/2020 13:44,,12/4/2020 15:55,No,Yes,Sherry
256358,12/7/2020 14:55,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,12/7/2020 15:21,12/10/2020 14:55,,12/7/2020 15:21,No,Yes,Jamie
461031,12/11/2020 16:50,[CCS Helpdesk] Youtube video - sound and lips out of sync,Normal,CCS Support,CCS Main,Email,Closed,12/14/2020 13:55,12/14/2020 16:50,,12/14/2020 13:55,No,Yes,Jamie
612258,12/11/2020 21:00,[CCS Helpdesk] For Monday morning - Projection for computer,Normal,CCS Support,CCS Main,Email,Closed,12/14/2020 18:03,12/14/2020 21:00,,12/14/2020 18:03,No,Yes,Jamie
